Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings
vendor_only,CVE-2017-9658,2018-04-30,"Certain 802.11 network management messages have been determined to invoke wireless access point blacklisting security defenses when not required, which can necessitate intervention by hospital staff to reset the device and reestablish a network connection to the Wi-Fi access point. During this state, the Philips IntelliVue MX40 Version B.06.18 can either connect to an alternative access point within signal range for association to a central monitoring station, or it can remain in local monitoring mode until the device is reset by hospital staff. CVSS v3 base score: 6.5, CVSS vector string: AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H. Philips has released software update, Version B.06.18, to fix the improper cleanup on thrown exception vulnerability, and implement mitigations to reduce the risk associated with the improper handling of exceptional conditions vulnerability. The software update implements messaging and alarming on the MX40 and at the central monitoring station, when the MX40 disconnects from the access point.",6.5,3.0,CWE-755,cpe:2.3:o:philips:intellivue_mx40_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:philips:intellivue_mx40:-:*:*:*:*:*:*:*
vendor_only,CVE-2019-3998,2020-02-13,"Authentication bypass using an alternate path or channel in SimpliSafe SS3 firmware 1.4 allows a local, unauthenticated attacker to modify the Wi-Fi network the base station connects to.",5.5,3.1,CWE-287,cpe:2.3:o:simplisafe:simplisafe_ss3_firmware:1.4:*:*:*:*:*:*:*|cpe:2.3:h:simplisafe:simplisafe_ss3:-:*:*:*:*:*:*:*
vendor_only,CVE-2020-5727,2020-05-02,"Authentication bypass using an alternate path or channel in SimpliSafe SS3 firmware 1.4 allows a local, unauthenticated attacker to pair a rogue keypad to an armed system.",4.6,3.1,CWE-287,cpe:2.3:o:simplisafe:ss3_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:simplisafe:ss3:-:*:*:*:*:*:*:*
vendor_only,CVE-2020-14158,2020-07-30,The ABUS Secvest FUMO50110 hybrid module does not have any security mechanism that ensures confidentiality or integrity of RF packets that are exchanged with an alarm panel. This makes it easier to conduct wAppLoxx authentication-bypass attacks.,9.1,3.1,CWE-287,cpe:2.3:o:abus:secvest_hybrid_fumo50110_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:secvest_hybrid_fumo50110:-:*:*:*:*:*:*:*
vendor_only,CVE-2021-20989,2021-04-19,Fibaro Home Center 2 and Lite devices with firmware version 4.600 and older initiate SSH connections to the Fibaro cloud to provide remote access and remote support capabilities. This connection can be intercepted using DNS spoofing attack and a device initiated remote port-forward channel can be used to connect to the web management interface. Knowledge of authorization credentials to the management interface is required to perform any further actions.,5.9,3.1,CWE-295,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*
vendor_only,CVE-2021-20990,2021-04-19,"In Fibaro Home Center 2 and Lite devices with firmware version 4.600 and older an internal management service is accessible on port 8000 and some API endpoints could be accessed without authentication to trigger a shutdown, a reboot or a reboot into recovery mode.",7.5,3.1,CWE-306,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*
vendor_only,CVE-2021-20991,2021-04-19,In Fibaro Home Center 2 and Lite devices with firmware version 4.540 and older an authenticated user can run commands as root user using a command injection vulnerability.,8.8,3.1,CWE-78|CWE-77,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*
vendor_only,CVE-2021-20992,2021-04-19,"In Fibaro Home Center 2 and Lite devices in all versions provide a web based management interface over unencrypted HTTP protocol. Communication between the user and the device can be eavesdropped to hijack sessions, tokens and passwords.",7.5,3.1,CWE-319,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*
vendor_only,CVE-2020-8105,2021-12-20,OS Command Injection vulnerability in the wirelessConnect handler of Abode iota All-In-One Security Kit allows an attacker to inject commands and gain root access. This issue affects: Abode iota All-In-One Security Kit versions prior to 1.0.2.23_6.9V_dev_t2_homekit_RF_2.0.19_s2_kvsABODE oz.,7.8,3.1,CWE-78,cpe:2.3:o:goabode:iota_all-in-one_security_kit_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:goabode:iota_all-in-one_security_kit:-:*:*:*:*:*:*:*
vendor_only,CVE-2024-0242,2024-02-08,Under certain circumstances IQ Panel4 and IQ4 Hub panel software prior to version 4.4.2 could allow unauthorized access to settings.,9.8,3.1,CWE-200,cpe:2.3:o:johnsoncontrols:qolsys_iq_panel_4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:johnsoncontrols:qolsys_iq_panel_4:-:*:*:*:*:*:*:*|cpe:2.3:o:johnsoncontrols:qolsys_iq4_hub_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:johnsoncontrols:qolsys_iq4_hub:-:*:*:*:*:*:*:*
vendor_only,CVE-2024-41623,2024-08-13,An issue in D3D Security D3D IP Camera (D8801) v.V9.1.17.1.4-20180428 allows a local attacker to execute arbitrary code via a crafted payload,9.8,3.1,CWE-94,cpe:2.3:o:d3dsecurity:d8801_firmware:9.1.17.1.4-20180428:*:*:*:*:*:*:*|cpe:2.3:h:d3dsecurity:d8801:-:*:*:*:*:*:*:*
vendor_only,CVE-2025-34121,2025-07-16,"An unauthenticated arbitrary file upload vulnerability exists in Idera Up.Time Monitoring Station versions up to and including 7.2. The `wizards/post2file.php` script accepts arbitrary POST parameters, allowing attackers to upload crafted PHP files to the webroot. Successful exploitation results in remote code execution as the web server user. NOTE: The bypass for this vulnerability is tracked as CVE-2015-9263.",,,CWE-306|CWE-434,
vendor_only,CVE-2025-15111,2025-12-30,Ksenia Security lares (legacy model) version 1.6 contains a default credentials vulnerability that allows unauthorized attackers to gain administrative access. Attackers can exploit the weak default administrative credentials to obtain full control of the home automation system.,9.8,3.1,CWE-259,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*
vendor_only,CVE-2025-15112,2025-12-30,Ksenia Security lares (legacy model) version 1.6 contains a URL redirection vulnerability in the 'cmdOk.xml' script that allows attackers to manipulate the 'redirectPage' GET parameter. Attackers can craft malicious links that redirect authenticated users to arbitrary websites when clicking on a specially constructed link hosted on a trusted domain.,5.4,3.1,CWE-601,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*
vendor_only,CVE-2025-15113,2025-12-30,Ksenia Security lares (legacy model) Home Automation version 1.6 contains an unprotected endpoint vulnerability that allows authenticated attackers to upload MPFS File System binary images. Attackers can exploit this vulnerability to overwrite flash program memory and potentially execute arbitrary code on the home automation system's web server.,9.3,3.1,CWE-256|CWE-522,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*
vendor_only,CVE-2026-1201,2026-01-22,An Authorization Bypass Through User-Controlled Key vulnerability in Hubitat Elevation home automation controllers prior to version 2.4.2.157 could allow a remote authenticated user to control connected devices outside of their authorized scope via client-side request manipulation.,,,CWE-639,
